iter	Logloss
951	0.03660596346
952	0.03654568313
953	0.0365155241
954	0.03645713443
955	0.03641474855
956	0.03632184398
957	0.03624771595
958	0.03617305195
959	0.03608890408
960	0.03602883205
961	0.03600004944
962	0.03594952263
963	0.03588433796
964	0.03583014589
965	0.03580440815
966	0.03577684806
967	0.03568173121
968	0.03563098952
969	0.03556839631
970	0.03549520523
971	0.03543539729
972	0.03539961192
973	0.03535429271
974	0.03532746071
975	0.0352433363
976	0.0351925593
977	0.0351477593
978	0.0350635095
979	0.03502388236
980	0.03498570836
981	0.03490982789
982	0.03482843095
983	0.03477386893
984	0.03473954217
985	0.03466955136
986	0.03460596861
987	0.03456239374
988	0.03455467201
989	0.03449214274
990	0.03444428161
991	0.03440696569
992	0.03436118335
993	0.03430310737
994	0.03421642419
995	0.03414956723
996	0.03409201776
997	0.03403842767
998	0.03395366498
999	0.03390902686

998	0.03436832215
999	0.03431331191
